fltno,dest,source,freq,route
SG 8911,DEL,BOM,4,DEL-BOM
SG 8161,DEL,BOM,3,DEL-BOM
SG 8709,DEL,BOM,5,DEL-BOM
SG 8179,DEL,BOM,5,DEL-BOM
SG 8715,DEL,BOM,5,DEL-BOM
SG 8159,DEL,BOM,5,DEL-BOM
SG 8287,DEL,BOM,6,DEL-BOM
SG 8701,DEL,BOM,7,DEL-BOM
SG 8723,DEL,BOM,7,DEL-BOM
SG 8709,DEL,BOM,7,DEL-BOM
SG 8169,DEL,BOM,7,DEL-BOM
SG  514,DEL,ISK,7,DEL-ISK
SG  514,DEL,ISK,7,DEL-ISK
SG  514,DEL,ISK,7,DEL-ISK
SG 3757,DEL,PYG,7,DEL-PYG
SG 3757,DEL,PYG,7,DEL-PYG
SG 3757,DEL,PYG,7,DEL-PYG
SG  389,DEL,PAT,7,DEL-PAT
SG  389,DEL,PAT,7,DEL-PAT
SG  389,DEL,PAT,7,DEL-PAT
SG  921,DEL,PAT,7,DEL-PAT
SG 8721,DEL,PAT,7,DEL-PAT
SG  920,DEL,PAT,7,DEL-PAT
SG  389,DEL,PAT,7,DEL-PAT
SG 8480,DEL,PAT,7,DEL-PAT
SG 8721,DEL,PAT,7,DEL-PAT
SG 8751,DEL,PAT,7,DEL-PAT
SG 8480,DEL,PAT,7,DEL-PAT
SG 8721,DEL,PAT,7,DEL-PAT
SG 8480,DEL,PAT,7,DEL-PAT
SG  389,DEL,PAT,7,DEL-PAT
SG 8185,DEL,PNQ,6,DEL-PNQ
SG 8938,DEL,PNQ,6,DEL-PNQ
SG 8938,DEL,PNQ,6,DEL-PNQ
SG 8185,DEL,PNQ,6,DEL-PNQ
SG  927,DEL,PNQ,7,DEL-PNQ
SG 8938,DEL,PNQ,7,DEL-PNQ
SG 8185,DEL,PNQ,7,DEL-PNQ
SG 8938,DEL,PNQ,7,DEL-PNQ
SG 8185,DEL,PNQ,7,DEL-PNQ
SG 8938,DEL,PNQ,7,DEL-PNQ
SG 8185,DEL,PNQ,7,DEL-PNQ
SG 8185,DEL,PNQ,7,DEL-PNQ
SG 8185,DEL,PNQ,7,DEL-PNQ
SG 8189,DEL,PNQ,4,DEL-PNQ
SG 8185,DEL,PNQ,6,DEL-PNQ
SG 8938,DEL,PNQ,7,DEL-PNQ
SG 8185,DEL,PNQ,6,DEL-PNQ
SG 8938,DEL,PNQ,7,DEL-PNQ
SG 3701,DEL,RAJ,4,DEL-RAJ
SG 3701,DEL,RAJ,7,DEL-RAJ
SG 3701,DEL,RAJ,4,DEL-RAJ
SG 3701,DEL,RAJ,7,DEL-RAJ
SG 3701,DEL,RAJ,4,DEL-RAJ
SG 2643,DEL,RAJ,7,DEL-RAJ
SG 3237,DEL,RAJ,7,DEL-RAJ
SG  946,DEL,SAG,6,DEL-SAG
SG  946,DEL,SAG,1,DEL-SAG
SG  471,DEL,SAG,3,DEL-SAG
SG  946,DEL,SAG,4,DEL-SAG
SG  946,DEL,SAG,7,DEL-SAG
SG 8373,DEL,SXR,7,DEL-SXR
SG  170,DEL,SXR,1,DEL-SXR
SG  170,DEL,SXR,6,DEL-SXR
SG 8373,DEL,SXR,7,DEL-SXR
SG  816,DEL,SXR,6,DEL-SXR
SG 8373,DEL,SXR,7,DEL-SXR
SG  816,DEL,SXR,6,DEL-SXR
SG 8373,DEL,SXR,7,DEL-SXR
SG  170,DEL,SXR,7,DEL-SXR
SG  816,DEL,SXR,6,DEL-SXR
SG 8104,DEL,SXR,7,DEL-SXR
SG  373,DEL,SXR,7,DEL-SXR
SG  963,DEL,SXR,6,DEL-SXR
SG 8104,DEL,SXR,7,DEL-SXR
SG 8130,DEL,SXR,6,DEL-SXR
SG  957,DEL,SXR,7,DEL-SXR
SG 8373,DEL,SXR,7,DEL-SXR
SG 8104,DEL,SXR,7,DEL-SXR
SG 8170,DEL,SXR,7,DEL-SXR
SG  957,DEL,SXR,7,DEL-SXR
SG 8473,DEL,STV,4,DEL-STV
SG 8483,DEL,STV,5,DEL-STV
SG 8473,DEL,STV,7,DEL-STV
SG 8483,DEL,STV,7,DEL-STV
SG 2772,DEL,VNS,7,DEL-VNS
SG 3755,DEL,VNS,7,DEL-VNS
SG 2772,DEL,VNS,7,DEL-VNS
SG 3755,DEL,VNS,7,DEL-VNS
SG 2772,DEL,VNS,7,DEL-VNS
SG 3755,DEL,VNS,7,DEL-VNS
SG 2981,DEL,VNS,7,DEL-VNS
SG 2538,DEL,VNS,4,DEL-VNS
SG 3755,DEL,VNS,7,DEL-VNS
SG  205,DEL,VTZ,2,DEL-VTZ
SG 2346,DHM,DEL,1,DHM-DEL
SG 2979,DHM,DEL,7,DHM-DEL
SG 2346,DHM,DEL,6,DHM-DEL
SG 2346,DHM,DEL,6,DHM-DEL
SG 2346,DHM,DEL,1,DHM-DEL
SG 2979,DHM,DEL,7,DHM-DEL
SG 3236,DHM,DEL,6,DHM-DEL
SG 3236,DHM,DEL,1,DHM-DEL
SG 2469,DHM,DEL,6,DHM-DEL
SG 2346,DHM,DEL,7,DHM-DEL
SG 3236,DHM,DEL,7,DHM-DEL
SG 2779,DHM,DEL,7,DHM-DEL
SG  936,RDP,BLR,4,RDP-BLR
SG  936,RDP,BLR,3,RDP-BLR
SG  936,RDP,BLR,3,RDP-BLR
SG  297,RDP,MAA,3,RDP-MAA
SG  297,RDP,MAA,3,RDP-MAA
SG  332,RDP,MAA,4,RDP-MAA
SG  332,RDP,MAA,7,RDP-MAA
SG  332,RDP,MAA,7,RDP-MAA
SG  332,RDP,MAA,7,RDP-MAA
SG  507,RDP,DEL,4,RDP-DEL
SG  507,RDP,DEL,7,RDP-DEL
SG  507,RDP,DEL,7,RDP-DEL
SG  507,RDP,DEL,7,RDP-DEL
SG  355,RDP,BOM,3,RDP-BOM
SG  355,RDP,BOM,3,RDP-BOM
SG  355,RDP,BOM,4,RDP-BOM
SG 6355,RDP,BOM,7,RDP-BOM
SG  355,RDP,BOM,7,RDP-BOM
SG 2974,GOI,AMD,1,GOI-AMD
SG 2978,GOI,AMD,3,GOI-AMD
SG 2974,GOI,AMD,2,GOI-AMD
SG 2974,GOI,AMD,2,GOI-AMD
SG 2974,GOI,AMD,6,GOI-AMD
SG 2974,GOI,AMD,1,GOI-AMD
SG  932,GOI,AMD,1,GOI-AMD
SG 2974,GOI,AMD,1,GOI-AMD
SG  924,GOI,AMD,6,GOI-AMD
SG  924,GOI,AMD,6,GOI-AMD
SG  924,GOI,AMD,6,GOI-AMD
SG 3234,GOI,BLR,7,GOI-BLR
SG 3234,GOI,BLR,7,GOI-BLR
SG 3234,GOI,BLR,7,GOI-BLR
SG 3234,GOI,BLR,6,GOI-BLR
SG 3234,GOI,BLR,1,GOI-BLR
SG 3234,GOI,BLR,6,GOI-BLR
SG 3234,GOI,BLR,1,GOI-BLR
SG 3462,GOI,BLR,1,GOI-BLR
SG 3234,GOI,BLR,6,GOI-BLR
SG 3234,GOI,BLR,1,GOI-BLR
SG 3742,GOI,BLR,3,GOI-BLR
SG 3720,GOI,BLR,5,GOI-BLR
SG 3720,GOI,BLR,1,GOI-BLR
SG 3234,GOI,BLR,7,GOI-BLR
SG  521,GOI,MAA,7,GOI-MAA
SG  521,GOI,MAA,7,GOI-MAA
SG 3106,GOI,MAA,5,GOI-MAA
SG 2892,GOI,MAA,6,GOI-MAA
SG 3266,GOI,MAA,3,GOI-MAA
SG  521,GOI,MAA,7,GOI-MAA
SG 8172,GOI,DEL,7,GOI-DEL
SG  206,GOI,DEL,3,GOI-DEL
SG 8172,GOI,DEL,7,GOI-DEL
SG  206,GOI,DEL,3,GOI-DEL
SG 8172,GOI,DEL,7,GOI-DEL
SG 8646,GOI,DEL,7,GOI-DEL
SG 8212,GOI,DEL,1,GOI-DEL
SG 8646,GOI,DEL,7,GOI-DEL
SG  933,GOI,DEL,1,GOI-DEL
SG 8172,GOI,DEL,7,GOI-DEL
SG 8145,GOI,DEL,4,GOI-DEL
SG 8212,GOI,DEL,1,GOI-DEL
SG 8172,GOI,DEL,7,GOI-DEL
SG 8646,GOI,DEL,7,GOI-DEL
SG 3717,GOI,BPM,2,GOI-BPM
SG 3717,GOI,BPM,3,GOI-BPM
SG 3754,GOI,BPM,4,GOI-BPM
SG 3754,GOI,BPM,6,GOI-BPM
SG 3604,GOI,BPM,6,GOI-BPM
SG 3717,GOI,BPM,7,GOI-BPM
SG 3754,GOI,BPM,7,GOI-BPM
SG  154,GOI,CCU,3,GOI-CCU
SG  154,GOI,CCU,4,GOI-CCU
SG  152,GOI,CCU,4,GOI-CCU
SG  680,GOI,CCU,7,GOI-CCU
SG  680,GOI,CCU,7,GOI-CCU
SG  150,GOI,BOM,3,GOI-BOM
SG  150,GOI,BOM,1,GOI-BOM
SG  454,GOI,BOM,7,GOI-BOM
SG  454,GOI,BOM,7,GOI-BOM
SG  454,GOI,BOM,7,GOI-BOM
SG  454,GOI,BOM,7,GOI-BOM
SG  487,GOI,BOM,4,GOI-BOM
SG  454,GOI,BOM,5,GOI-BOM
SG  454,GOI,BOM,4,GOI-BOM
SG  454,GOI,BOM,7,GOI-BOM
SG 3461,GOI,BOM,1,GOI-BOM
SG  454,GOI,BOM,7,GOI-BOM
SG  487,GOI,BOM,7,GOI-BOM
SG 6443,GOI,BOM,1,GOI-BOM
SG  611,GOI,BOM,7,GOI-BOM
SG  454,GOI,BOM,6,GOI-BOM
SG  487,GOI,BOM,4,GOI-BOM
SG 6442,GOI,BOM,6,GOI-BOM
SG  442,GOI,BOM,7,GOI-BOM
SG  611,GOI,BOM,7,GOI-BOM
SG  454,GOI,BOM,7,GOI-BOM
SG  487,GOI,BOM,7,GOI-BOM
SG  442,GOI,BOM,7,GOI-BOM
SG  154,GOI,PNQ,2,GOI-PNQ
SG  154,GOI,PNQ,3,GOI-PNQ
SG  152,GOI,PNQ,3,GOI-PNQ
SG  517,GOI,PNQ,4,GOI-PNQ
SG  517,GOI,PNQ,6,GOI-PNQ
SG 3702,GOI,RAJ,4,GOI-RAJ
SG 3702,GOI,RAJ,7,GOI-RAJ
SG 3702,GOI,RAJ,4,GOI-RAJ
SG 3702,GOI,RAJ,7,GOI-RAJ
SG 3702,GOI,RAJ,4,GOI-RAJ
SG 3717,GOI,STV,4,GOI-STV
SG 1027,GOI,STV,2,GOI-STV
SG 1027,GOI,STV,4,GOI-STV
SG 1027,GOI,STV,1,GOI-STV
SG 1027,GOI,STV,3,GOI-STV
SG 3569,GOI,STV,4,GOI-STV
SG 3242,GOP,AMD,3,GOP-AMD
SG 3242,GOP,AMD,6,GOP-AMD
SG 8412,GOP,DEL,7,GOP-DEL
SG 8412,GOP,DEL,7,GOP-DEL
SG 8476,GOP,DEL,7,GOP-DEL
SG 8476,GOP,DEL,7,GOP-DEL
SG  908,GOP,DEL,4,GOP-DEL
SG  412,GOP,DEL,7,GOP-DEL
SG 8476,GOP,DEL,7,GOP-DEL
SG 8412,GOP,DEL,7,GOP-DEL
SG  386,GOP,BOM,7,GOP-BOM
SG  974,GOP,BOM,7,GOP-BOM
SG  386,GOP,BOM,7,GOP-BOM
SG  386,GOP,BOM,7,GOP-BOM
SG  415,GOP,BOM,7,GOP-BOM
SG  386,GOP,BOM,7,GOP-BOM
SG  479,GOP,BOM,7,GOP-BOM
SG  328,GAU,BLR,4,GAU-BLR
SG  328,GAU,BLR,4,GAU-BLR
SG  204,GAU,MAA,4,GAU-MAA
SG  696,GAU,MAA,1,GAU-MAA
SG  696,GAU,MAA,6,GAU-MAA
SG  346,GAU,MAA,5,GAU-MAA
SG  605,GAU,MAA,5,GAU-MAA
SG  696,GAU,MAA,7,GAU-MAA
SG 8169,GAU,DEL,7,GAU-DEL
SG 8169,GAU,DEL,7,GAU-DEL
SG 8169,GAU,DEL,7,GAU-DEL
SG  925,GAU,DEL,7,GAU-DEL
SG 8169,GAU,DEL,7,GAU-DEL
SG 8169,GAU,DEL,5,GAU-DEL
SG 8169,GAU,DEL,7,GAU-DEL
SG  363,GAU,BPM,2,GAU-BPM
SG  695,GAU,JAI,6,GAU-JAI
SG  695,GAU,JAI,6,GAU-JAI
SG  695,GAU,JAI,6,GAU-JAI
SG  695,GAU,JAI,6,GAU-JAI
SG  695,GAU,JAI,1,GAU-JAI
SG  342,GAU,JAI,7,GAU-JAI
SG  695,GAU,JAI,7,GAU-JAI
SG  150,GAU,CCU,3,GAU-CCU
SG  150,GAU,CCU,3,GAU-CCU
SG  150,GAU,CCU,1,GAU-CCU
SG 2346,GAU,CCU,5,GAU-CCU
SG  658,GAU,CCU,7,GAU-CCU
SG 3348,GAU,CCU,6,GAU-CCU
SG 3724,GAU,CCU,7,GAU-CCU
SG  550,GAU,BOM,4,GAU-BOM
SG  917,GAU,BOM,7,GAU-BOM
SG  550,GAU,BOM,4,GAU-BOM
SG  550,GAU,BOM,7,GAU-BOM
SG 6481,GAU,BOM,2,GAU-BOM
SG 6266,GAU,BOM,7,GAU-BOM
SG 6481,GAU,BOM,2,GAU-BOM
SG  550,GAU,BOM,7,GAU-BOM
SG 3723,GAU,PAT,7,GAU-PAT
SG 3723,GAU,PAT,7,GAU-PAT
SG 3723,GAU,PAT,7,GAU-PAT
SG  396,GAU,PNQ,3,GAU-PNQ
SG  396,GAU,PNQ,3,GAU-PNQ
SG 3836,GAU,IXS,7,GAU-IXS
SG 8152,GAU,IXS,4,GAU-IXS
SG 8152,GAU,IXS,7,GAU-IXS
SG 3790,GAU,VNS,7,GAU-VNS
SG 3790,GAU,VNS,7,GAU-VNS
SG 3438,GWL,AMD,4,GWL-AMD
SG 3438,GWL,AMD,4,GWL-AMD
SG 3438,GWL,AMD,4,GWL-AMD
SG 3246,GWL,AMD,3,GWL-AMD
SG 3246,GWL,AMD,7,GWL-AMD
SG 3326,GWL,BLR,1,GWL-BLR
SG 3326,GWL,BLR,6,GWL-BLR
SG 3326,GWL,BLR,6,GWL-BLR
SG 3326,GWL,BLR,1,GWL-BLR
SG 3738,GWL,BLR,6,GWL-BLR
SG 3326,GWL,BLR,7,GWL-BLR
SG 3736,GWL,BPM,7,GWL-BPM
SG 3736,GWL,BPM,7,GWL-BPM
SG 3736,GWL,BPM,6,GWL-BPM
SG 3736,GWL,BPM,7,GWL-BPM
SG 2036,GWL,JAI,4,GWL-JAI
SG 3224,GWL,IXJ,7,GWL-IXJ
SG 3224,GWL,IXJ,7,GWL-IXJ
SG 3735,GWL,IXJ,6,GWL-IXJ
SG 3224,GWL,IXJ,7,GWL-IXJ
SG 3565,GWL,CCU,7,GWL-CCU
SG 3565,GWL,CCU,7,GWL-CCU
SG 3565,GWL,CCU,6,GWL-CCU
SG 3565,GWL,CCU,7,GWL-CCU
SG 3436,GWL,BOM,4,GWL-BOM
SG 3436,GWL,BOM,4,GWL-BOM
SG 3436,GWL,BOM,4,GWL-BOM
SG 3247,GWL,BOM,3,GWL-BOM
SG 3247,GWL,BOM,7,GWL-BOM
SG 3440,GWL,PNQ,3,GWL-PNQ
SG 3440,GWL,PNQ,3,GWL-PNQ
SG  347,BPM,AMD,6,BPM-AMD
SG  639,BPM,AMD,6,BPM-AMD
SG 1006,BPM,KQH,6,BPM-KQH
SG 1006,BPM,KQH,1,BPM-KQH
SG 1006,BPM,KQH,6,BPM-KQH
SG 1006,BPM,KQH,1,BPM-KQH
SG 1006,BPM,KQH,1,BPM-KQH
SG 1006,BPM,KQH,7,BPM-KQH
SG 1006,BPM,KQH,6,BPM-KQH
SG 1006,BPM,KQH,6,BPM-KQH
SG 1006,BPM,KQH,1,BPM-KQH
SG 3733,BPM,IXG,7,BPM-IXG
SG 3733,BPM,IXG,7,BPM-IXG
SG 3733,BPM,IXG,7,BPM-IXG
SG 3733,BPM,IXG,4,BPM-IXG
SG 3733,BPM,IXG,7,BPM-IXG
SG  563,BPM,BLR,7,BPM-BLR
SG 1035,BPM,BLR,7,BPM-BLR
SG  705,BPM,BLR,5,BPM-BLR
SG 1238,BPM,BLR,6,BPM-BLR
SG  563,BPM,BLR,7,BPM-BLR
SG  732,BPM,MAA,7,BPM-MAA
SG  445,BPM,MAA,7,BPM-MAA
SG  445,BPM,MAA,7,BPM-MAA
SG 3706,BPM,MAA,6,BPM-MAA
SG  445,BPM,MAA,7,BPM-MAA
SG  732,BPM,MAA,7,BPM-MAA
SG  113,BPM,DBR,7,BPM-DBR
SG 8160,BPM,DEL,7,BPM-DEL
SG 8160,BPM,DEL,7,BPM-DEL
SG 8160,BPM,DEL,7,BPM-DEL
SG 8935,BPM,DEL,7,BPM-DEL
SG  471,BPM,DEL,7,BPM-DEL
SG 3718,BPM,GOI,3,BPM-GOI
SG 3718,BPM,GOI,7,BPM-GOI
SG 3718,BPM,GOI,3,BPM-GOI
SG 3753,BPM,GOI,6,BPM-GOI
SG 3718,BPM,GOI,7,BPM-GOI
SG 3603,BPM,GOI,6,BPM-GOI
SG 3718,BPM,GOI,7,BPM-GOI
SG 3753,BPM,GOI,7,BPM-GOI
SG  364,BPM,GAU,2,BPM-GAU
SG 3731,BPM,GWL,7,BPM-GWL
SG 3731,BPM,GWL,7,BPM-GWL
SG 3731,BPM,GWL,6,BPM-GWL
SG 3731,BPM,GWL,7,BPM-GWL
SG 3747,BPM,JLR,7,BPM-JLR
SG 3747,BPM,JLR,7,BPM-JLR
SG 2951,BPM,JLR,7,BPM-JLR
SG 3747,BPM,JLR,7,BPM-JLR
SG 9883,BPM,JSA,7,BPM-JSA
SG 3283,BPM,JRG,7,BPM-JRG
SG 3283,BPM,JRG,7,BPM-JRG
SG 3283,BPM,JRG,7,BPM-JRG
SG 3283,BPM,JRG,7,BPM-JRG
SG  117,BPM,CCU,7,BPM-CCU
SG 1042,BPM,IXM,1,BPM-IXM
SG 1042,BPM,IXM,3,BPM-IXM
SG 3702,BPM,IXE,3,BPM-IXE
SG 3702,BPM,IXE,3,BPM-IXE
SG 3702,BPM,IXE,3,BPM-IXE
SG 3702,BPM,IXE,1,BPM-IXE
SG 3702,BPM,IXE,3,BPM-IXE
SG 3702,BPM,IXE,3,BPM-IXE
SG 3702,BPM,IXE,3,BPM-IXE
SG 3702,BPM,IXE,1,BPM-IXE
SG 3702,BPM,IXE,3,BPM-IXE
SG 3016,BPM,IXE,1,BPM-IXE
SG 3016,BPM,IXE,6,BPM-IXE
SG 3702,BPM,IXE,3,BPM-IXE
SG 3702,BPM,IXE,3,BPM-IXE
SG 3702,BPM,IXE,1,BPM-IXE
SG 3702,BPM,IXE,3,BPM-IXE
SG 3702,BPM,IXE,3,BPM-IXE
SG 3702,BPM,IXE,3,BPM-IXE
SG 3702,BPM,IXE,1,BPM-IXE
SG 3702,BPM,IXE,3,BPM-IXE
SG 3702,BPM,IXE,3,BPM-IXE
SG  704,BPM,BOM,6,BPM-BOM
SG 6363,BPM,BOM,5,BPM-BOM
SG 6432,BPM,BOM,3,BPM-BOM
SG  468,BPM,BOM,6,BPM-BOM
SG 2789,BPM,ISK,7,BPM-ISK
SG  731,BPM,PAT,7,BPM-PAT
SG  422,BPM,PAT,7,BPM-PAT
SG  731,BPM,PAT,7,BPM-PAT
SG 1004,BPM,PNY,4,BPM-PNY
SG 3703,BPM,PNQ,3,BPM-PNQ
SG 3703,BPM,PNQ,3,BPM-PNQ
SG 8937,BPM,PNQ,7,BPM-PNQ
SG 3703,BPM,PNQ,3,BPM-PNQ
SG 3703,BPM,PNQ,3,BPM-PNQ
SG 3703,BPM,PNQ,3,BPM-PNQ
SG 3703,BPM,PNQ,3,BPM-PNQ
SG 8937,BPM,PNQ,6,BPM-PNQ
SG 8937,BPM,PNQ,1,BPM-PNQ
SG 3703,BPM,PNQ,3,BPM-PNQ
SG 3703,BPM,PNQ,3,BPM-PNQ
SG 3703,BPM,PNQ,3,BPM-PNQ
SG 3703,BPM,PNQ,3,BPM-PNQ
SG 3703,BPM,RAJ,4,BPM-RAJ
SG 3703,BPM,RAJ,4,BPM-RAJ
SG 3749,BPM,RAJ,7,BPM-RAJ
SG 3576,BPM,SAG,2,BPM-SAG
SG 1096,BPM,SAG,4,BPM-SAG
SG 3728,BPM,SAG,7,BPM-SAG
SG 1077,BPM,STV,4,BPM-STV
SG 1077,BPM,STV,4,BPM-STV
SG 1035,BPM,STV,2,BPM-STV
SG 3423,BPM,STV,1,BPM-STV
SG 1035,BPM,STV,4,BPM-STV
SG 1035,BPM,STV,3,BPM-STV
SG 1075,BPM,TIR,2,BPM-TIR
SG 1075,BPM,TIR,5,BPM-TIR
SG 1079,BPM,TIR,3,BPM-TIR
SG 3751,BPM,TIR,7,BPM-TIR
SG 1075,BPM,TIR,1,BPM-TIR
SG 1075,BPM,TIR,6,BPM-TIR
SG 1073,BPM,TIR,7,BPM-TIR
SG 1075,BPM,TIR,6,BPM-TIR
SG 1041,BPM,TIR,1,BPM-TIR
SG 1041,BPM,TIR,4,BPM-TIR
SG 1094,BPM,TIR,5,BPM-TIR
SG  467,BPM,TIR,6,BPM-TIR
SG 1047,BPM,TIR,5,BPM-TIR
SG 1075,BPM,TIR,7,BPM-TIR
SG 1073,BPM,TIR,7,BPM-TIR
SG 3751,BPM,TIR,7,BPM-TIR
SG  708,BPM,VNS,7,BPM-VNS
SG 1003,BPM,VGA,4,BPM-VGA
SG 1061,BPM,VGA,5,BPM-VGA
SG 3710,BPM,VGA,1,BPM-VGA
SG 3710,BPM,VGA,5,BPM-VGA
SG 3834,BPM,VTZ,7,BPM-VTZ
SG 3834,BPM,VTZ,7,BPM-VTZ
SG 3239,BPM,VTZ,7,BPM-VTZ
SG  421,BPM,VTZ,7,BPM-VTZ
SG 1059,BPM,VTZ,5,BPM-VTZ
SG 3239,BPM,VTZ,7,BPM-VTZ
SG 3024,JLR,BLR,1,JLR-BLR
SG 3024,JLR,BLR,5,JLR-BLR
SG 3024,JLR,BLR,5,JLR-BLR
SG 3024,JLR,BLR,1,JLR-BLR
SG 3024,JLR,BLR,1,JLR-BLR
SG 3024,JLR,BLR,1,JLR-BLR
SG 3024,JLR,BLR,1,JLR-BLR
SG 3024,JLR,BLR,1,JLR-BLR
SG 3024,JLR,BLR,1,JLR-BLR
SG 3024,JLR,BLR,1,JLR-BLR
SG 3024,JLR,BLR,1,JLR-BLR
SG 3024,JLR,BLR,6,JLR-BLR
SG 3024,JLR,BLR,6,JLR-BLR
SG 2956,JLR,DEL,7,JLR-DEL
SG 3030,JLR,DEL,7,JLR-DEL
SG 2956,JLR,DEL,7,JLR-DEL
SG 2642,JLR,DEL,7,JLR-DEL
SG 3030,JLR,DEL,7,JLR-DEL
SG 2642,JLR,DEL,7,JLR-DEL
SG 3748,JLR,BPM,7,JLR-BPM
SG 3748,JLR,BPM,7,JLR-BPM
SG 2952,JLR,BPM,7,JLR-BPM
SG 3748,JLR,BPM,7,JLR-BPM
SG 3003,JLR,BOM,2,JLR-BOM
SG 2871,JLR,BOM,1,JLR-BOM
SG 2871,JLR,BOM,6,JLR-BOM
SG 2871,JLR,BOM,7,JLR-BOM
SG 2871,JLR,BOM,6,JLR-BOM
SG 2871,JLR,BOM,1,JLR-BOM
SG 2871,JLR,BOM,7,JLR-BOM
SG 2872,JLR,BOM,7,JLR-BOM
SG 2871,JLR,BOM,7,JLR-BOM
SG 3013,JLR,PNQ,4,JLR-PNQ
SG 3013,JLR,PNQ,2,JLR-PNQ
SG 3013,JLR,PNQ,6,JLR-PNQ
SG 3013,JLR,PNQ,7,JLR-PNQ
SG 3013,JLR,PNQ,7,JLR-PNQ
SG 3013,JLR,PNQ,7,JLR-PNQ
SG 3013,JLR,PNQ,7,JLR-PNQ
SG 3013,JLR,PNQ,7,JLR-PNQ
SG 3420,JLR,STV,3,JLR-STV
SG 3420,JLR,STV,2,JLR-STV
SG 3420,JLR,STV,3,JLR-STV
SG 3433,JAI,AMD,1,JAI-AMD
SG 2948,JAI,AMD,1,JAI-AMD
SG 3433,JAI,AMD,3,JAI-AMD
SG 3433,JAI,AMD,3,JAI-AMD
SG 2948,JAI,AMD,6,JAI-AMD
SG 2948,JAI,AMD,7,JAI-AMD
SG  968,JAI,AMD,7,JAI-AMD
SG 2948,JAI,AMD,6,JAI-AMD
SG 2948,JAI,AMD,1,JAI-AMD
SG  920,JAI,AMD,5,JAI-AMD
SG 2987,JAI,AMD,5,JAI-AMD
SG 2948,JAI,AMD,7,JAI-AMD
SG 3759,JAI,ATQ,1,JAI-ATQ
SG 3759,JAI,ATQ,7,JAI-ATQ
SG 3759,JAI,ATQ,7,JAI-ATQ
SG 3562,JAI,ATQ,4,JAI-ATQ
SG 3759,JAI,ATQ,7,JAI-ATQ
SG 2035,JAI,DED,3,JAI-DED
SG 3467,JAI,DED,3,JAI-DED
SG 2981,JAI,DEL,7,JAI-DEL
SG 2981,JAI,DEL,7,JAI-DEL
SG  696,JAI,GAU,6,JAI-GAU
SG  696,JAI,GAU,6,JAI-GAU
SG  696,JAI,GAU,6,JAI-GAU
SG  696,JAI,GAU,7,JAI-GAU
SG  696,JAI,GAU,1,JAI-GAU
SG  696,JAI,GAU,6,JAI-GAU
SG  341,JAI,GAU,7,JAI-GAU
SG  696,JAI,GAU,7,JAI-GAU
SG 2035,JAI,GWL,4,JAI-GWL
SG 3468,JAI,JSA,1,JAI-JSA
SG 3468,JAI,JSA,6,JAI-JSA
SG  212,JAI,BOM,4,JAI-BOM
SG  212,JAI,BOM,7,JAI-BOM
SG  279,JAI,BOM,7,JAI-BOM
SG 6279,JAI,BOM,5,JAI-BOM
SG 8168,JAI,BOM,5,JAI-BOM
SG 6237,JAI,BOM,4,JAI-BOM
SG  279,JAI,BOM,7,JAI-BOM
SG  237,JAI,BOM,7,JAI-BOM
SG 6636,JAI,PNQ,7,JAI-PNQ
SG 3419,JAI,STV,4,JAI-STV
SG 3419,JAI,STV,3,JAI-STV
SG 3419,JAI,STV,3,JAI-STV
SG 3419,JAI,STV,4,JAI-STV
SG 3419,JAI,STV,2,JAI-STV
SG 3419,JAI,STV,1,JAI-STV
SG 3419,JAI,STV,3,JAI-STV
SG 2763,JAI,STV,7,JAI-STV
SG 2773,JAI,STV,7,JAI-STV
SG 2980,JAI,UDR,7,JAI-UDR
SG 6632,JAI,UDR,5,JAI-UDR
SG 2985,JAI,VNS,7,JAI-VNS
SG 3462,JSA,AMD,6,JSA-AMD
SG  103,JSA,DEL,3,JSA-DEL
SG 9882,JSA,BPM,7,JSA-BPM
SG 3562,JSA,JAI,1,JSA-JAI
SG 3562,JSA,JAI,6,JSA-JAI
SG  540,IXJ,AMD,6,IXJ-AMD
SG 8161,IXJ,DEL,7,IXJ-DEL
SG 8161,IXJ,DEL,7,IXJ-DEL
SG 8161,IXJ,DEL,7,IXJ-DEL
SG  373,IXJ,DEL,6,IXJ-DEL
SG 8161,IXJ,DEL,7,IXJ-DEL
SG 8664,IXJ,DEL,1,IXJ-DEL
SG 8161,IXJ,DEL,7,IXJ-DEL
SG 3225,IXJ,GWL,7,IXJ-GWL
SG 3225,IXJ,GWL,7,IXJ-GWL
SG 3732,IXJ,GWL,6,IXJ-GWL
SG 3225,IXJ,GWL,7,IXJ-GWL
SG  281,IXJ,BOM,4,IXJ-BOM
SG  281,IXJ,BOM,7,IXJ-BOM
SG 6281,IXJ,BOM,7,IXJ-BOM
SG  281,IXJ,BOM,7,IXJ-BOM
SG 8160,IXJ,SXR,7,IXJ-SXR
SG  964,IXJ,SXR,6,IXJ-SXR
SG 8160,IXJ,SXR,7,IXJ-SXR
SG 8160,IXJ,SXR,7,IXJ-SXR
SG  964,IXJ,SXR,1,IXJ-SXR
SG  964,IXJ,SXR,1,IXJ-SXR
SG  964,IXJ,SXR,1,IXJ-SXR
SG  964,IXJ,SXR,1,IXJ-SXR
SG  964,IXJ,SXR,7,IXJ-SXR
SG 8160,IXJ,SXR,5,IXJ-SXR
